Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name
Callee,int_to_hex,int_to_hex,11,0,0,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,8,0,0,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,7,0,0,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,11,0,0,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,32,0.01,0.01,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,31,0.01,0.01,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,9,0,0,0,0,performance_analyzing.exe
Callee,int_to_hex,int_to_hex,7,0,0,0,0,performance_analyzing.exe
Root,int_to_hex,int_to_hex,7,0,0,0,0,performance_analyzing.exe
Caller,int_to_hex,int_to_hex,7,0,0,0,0,performance_analyzing.exe
Root,int_to_hex,int_to_hex,5,0,0,0,0,performance_analyzing.exe
Caller,int_to_hex,int_to_hex,5,0,0,0,0,performance_analyzing.exe
Root,inverseMixedColumn,inverseMixedColumn,18,10.72,0.71,0.09,0.01,performance_analyzing.exe
Caller,inverseMixedColumn,__DebuggerCurrentSteppingThreadId,18,10.72,0.71,0.09,0.01,performance_analyzing.exe
Callee,inverseMixedColumn,__CheckForDebuggerJustMyCode,18,0,0,0,0,performance_analyzing.exe
Callee,inverseMixedColumn,__security_check_cookie,18,0.01,0.01,0,0,performance_analyzing.exe
Callee,inverseMixedColumn,_RTC_CheckStackVars,18,0.02,0.02,0,0,performance_analyzing.exe
Callee,inverseMixedColumn,R_Boxes,"1,152",9.97,8.09,0,0,performance_analyzing.exe
Root,inverseSubShiftRow,inverseSubShiftRow,20,2.5,0.28,0.02,0,performance_analyzing.exe
Caller,inverseSubShiftRow,__DebuggerCurrentSteppingThreadId,20,2.5,0.28,0.02,0,performance_analyzing.exe
Callee,inverseSubShiftRow,__CheckForDebuggerJustMyCode,20,0,0,0,0,performance_analyzing.exe
Callee,inverseSubShiftRow,R_Boxes,320,2.21,1.88,0,0,performance_analyzing.exe
Root,invoke_main,invoke_main,1,90.57,0.01,12.98,0,performance_analyzing.exe
Caller,invoke_main,__scrt_common_main_seh,1,90.57,0.01,12.98,0,performance_analyzing.exe
Callee,invoke_main,main,1,90.56,0.13,12.98,0.02,performance_analyzing.exe
Root,L_Array_Length,L_Array_Length,2,0.2,0,0.01,0,performance_analyzing.exe
Caller,L_Array_Length,OCB_init,2,0.2,0,0.01,0,performance_analyzing.exe
Callee,L_Array_Length,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,L_Array_Length,ceil,2,0.07,0.07,0.01,0.01,ucrtbased.dll
Callee,L_Array_Length,log2,2,0.12,0.12,0.01,0.01,ucrtbased.dll
Root,log2,log2,2,0.12,0.12,0.01,0.01,ucrtbased.dll
Caller,log2,L_Array_Length,2,0.12,0.12,0.01,0.01,performance_analyzing.exe
Root,main,main,1,90.56,0.13,12.98,0.02,performance_analyzing.exe
Caller,main,invoke_main,1,90.56,0.13,12.98,0.02,performance_analyzing.exe
Callee,main,__CheckForDebuggerJustMyCode,1,0,0,0,0,performance_analyzing.exe
Callee,main,__chkstk,1,0.05,0.05,0.01,0.01,performance_analyzing.exe
Callee,main,__security_check_cookie,1,0,0,0,0,performance_analyzing.exe
Callee,main,_RTC_CheckStackVars,1,0,0,0,0,performance_analyzing.exe
Callee,main,error_Handler,2,31.54,0,2.26,0,performance_analyzing.exe
Callee,main,OCB_enc_dyc,2,55.63,0.45,3.99,0.03,performance_analyzing.exe
Callee,main,printf,5,3.21,0.04,0.09,0,performance_analyzing.exe
Root,mainCRTStartup,mainCRTStartup,1,100,0.05,14.33,0.01,performance_analyzing.exe
Callee,mainCRTStartup,__scrt_common_main,1,99.95,7.74,14.33,1.11,performance_analyzing.exe
Root,mixColumns,mixColumns,90,24.41,2.22,0.04,0,performance_analyzing.exe
Caller,mixColumns,AESEncryption,90,24.41,2.22,0.04,0,performance_analyzing.exe
Callee,mixColumns,__CheckForDebuggerJustMyCode,90,0.03,0.03,0,0,performance_analyzing.exe
Callee,mixColumns,__security_check_cookie,90,0.05,0.05,0,0,performance_analyzing.exe
Callee,mixColumns,_RTC_CheckStackVars,90,0.04,0.04,0,0,performance_analyzing.exe
Callee,mixColumns,R_Boxes,"2,880",22.07,16.92,0,0,performance_analyzing.exe
Root,ntz,ntz,4,0,0,0,0,performance_analyzing.exe
Caller,ntz,OCB_init,4,0,0,0,0,performance_analyzing.exe
Callee,ntz,__CheckForDebuggerJustMyCode,4,0,0,0,0,performance_analyzing.exe
Root,Number_of_Blocks,Number_of_Blocks,2,0,0,0,0,performance_analyzing.exe
Caller,Number_of_Blocks,OCB_enc_dyc,2,0,0,0,0,performance_analyzing.exe
Callee,Number_of_Blocks,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Root,OCB_enc_dyc,OCB_enc_dyc,2,55.63,0.45,3.99,0.03,performance_analyzing.exe
Caller,OCB_enc_dyc,main,2,55.63,0.45,3.99,0.03,performance_analyzing.exe
Callee,OCB_enc_dyc,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,__chkstk,2,0.24,0.24,0.02,0.02,performance_analyzing.exe
Callee,OCB_enc_dyc,__DebuggerCurrentSteppingThreadId,2,13.34,0.12,0.96,0.01,performance_analyzing.exe
Callee,OCB_enc_dyc,__security_check_cookie,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,_RTC_CheckStackVars,2,0.01,0.01,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,AESEncryption,6,23.01,0.11,0.55,0,performance_analyzing.exe
Callee,OCB_enc_dyc,Array_1d_to_2d,10,0.02,0.02,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,array_1d_to_str,2,0.12,0.05,0.01,0,performance_analyzing.exe
Callee,OCB_enc_dyc,Array_2d_to_1d,8,0.02,0.02,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,ciphertext_blocks_to_str,2,0.2,0.07,0.01,0,performance_analyzing.exe
Callee,OCB_enc_dyc,Number_of_Blocks,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_enc_dyc,OCB_init,2,16.43,0.29,1.18,0.02,performance_analyzing.exe
Callee,OCB_enc_dyc,plainntext_to_blocks,2,0.37,0.11,0.03,0.01,performance_analyzing.exe
Callee,OCB_enc_dyc,round_keys_generator,2,0.88,0.03,0.06,0,performance_analyzing.exe
Callee,OCB_enc_dyc,str_to_Uchar_array,2,0.32,0.2,0.02,0.01,performance_analyzing.exe
Callee,OCB_enc_dyc,Tag_remover,1,0.18,0.01,0.03,0,performance_analyzing.exe
Callee,OCB_enc_dyc,xor_arrays,24,0.04,0.04,0,0,performance_analyzing.exe
Root,OCB_init,OCB_init,2,16.43,0.29,1.18,0.02,performance_analyzing.exe
Caller,OCB_init,OCB_enc_dyc,2,16.43,0.29,1.18,0.02,performance_analyzing.exe
Callee,OCB_init,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_init,__security_check_cookie,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_init,_RTC_CheckStackVars,2,0.01,0.01,0,0,performance_analyzing.exe
Callee,OCB_init,AESEncryption,4,15.76,0.15,0.56,0.01,performance_analyzing.exe
Callee,OCB_init,Array_1d_to_2d,2,0.02,0,0,0,performance_analyzing.exe
Callee,OCB_init,Array_2d_to_1d,4,0,0,0,0,performance_analyzing.exe
Callee,OCB_init,L_Array_Length,2,0.2,0,0.01,0,performance_analyzing.exe
Callee,OCB_init,ntz,4,0,0,0,0,performance_analyzing.exe
Callee,OCB_init,OCB_L_Shift,4,0.01,0.01,0,0,performance_analyzing.exe
Callee,OCB_init,OCB_R_Shift,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_init,str_to_Uchar_array,2,0.11,0.04,0.01,0,performance_analyzing.exe
Callee,OCB_init,xor_arrays,8,0.01,0.01,0,0,performance_analyzing.exe
Root,OCB_L_Shift,OCB_L_Shift,4,0.01,0.01,0,0,performance_analyzing.exe
Caller,OCB_L_Shift,OCB_init,4,0.01,0.01,0,0,performance_analyzing.exe
Callee,OCB_L_Shift,__CheckForDebuggerJustMyCode,4,0,0,0,0,performance_analyzing.exe
Root,OCB_R_Shift,OCB_R_Shift,2,0,0,0,0,performance_analyzing.exe
Caller,OCB_R_Shift,OCB_init,2,0,0,0,0,performance_analyzing.exe
Callee,OCB_R_Shift,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Root,plainntext_to_blocks,plainntext_to_blocks,2,0.37,0.11,0.03,0.01,performance_analyzing.exe
Caller,plainntext_to_blocks,OCB_enc_dyc,2,0.37,0.11,0.03,0.01,performance_analyzing.exe
Callee,plainntext_to_blocks,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,plainntext_to_blocks,__security_check_cookie,2,0,0,0,0,performance_analyzing.exe
Callee,plainntext_to_blocks,_RTC_CheckStackVars,2,0.01,0.01,0,0,performance_analyzing.exe
Callee,plainntext_to_blocks,hex_to_int,192,0.21,0.08,0,0,performance_analyzing.exe
Callee,plainntext_to_blocks,zero_padding,2,0.04,0.02,0,0,performance_analyzing.exe
Root,post_pgo_initialization,post_pgo_initialization,1,0.25,0,0.04,0,performance_analyzing.exe
Caller,post_pgo_initialization,__scrt_common_main_seh,1,0.25,0,0.04,0,performance_analyzing.exe
Callee,post_pgo_initialization,__scrt_initialize_default_local_stdio_options,1,0.25,0.1,0.04,0.01,performance_analyzing.exe
Root,pre_c_initialization,pre_c_initialization,1,0.71,0.08,0.1,0.01,performance_analyzing.exe
Caller,pre_c_initialization,__scrt_common_main_seh,1,0.71,0.08,0.1,0.01,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_file_policy::set_commode,1,0.03,0.03,0,0,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_file_policy::set_fmode,1,0.05,0.05,0.01,0.01,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_initialize_mta,1,0,0,0,0,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_initialize_onexit_tables,1,0,0,0,0,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_is_user_matherr_present,1,0,0,0,0,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_main_policy::set_app_type,1,0.05,0.05,0.01,0.01,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_narrow_argv_policy::configure_argv,1,0.38,0.38,0.05,0.05,performance_analyzing.exe
Callee,pre_c_initialization,__scrt_narrow_environment_policy::initialize_environment,1,0,0,0,0,performance_analyzing.exe
Callee,pre_c_initialization,_RTC_Initialize,1,0,0,0,0,performance_analyzing.exe
Callee,pre_c_initialization,atexit,1,0.11,0,0.02,0,performance_analyzing.exe
Root,printf,printf,7,34.75,0.08,0.71,0,performance_analyzing.exe
Caller,printf,error_Handler,2,31.54,0.04,2.26,0,performance_analyzing.exe
Caller,printf,main,5,3.21,0.04,0.09,0,performance_analyzing.exe
Callee,printf,__acrt_iob_func,7,0.01,0.01,0,0,ucrtbased.dll
Callee,printf,__CheckForDebuggerJustMyCode,7,0,0,0,0,performance_analyzing.exe
Callee,printf,__security_check_cookie,7,0.01,0.01,0,0,performance_analyzing.exe
Callee,printf,_RTC_CheckStackVars,7,0,0,0,0,performance_analyzing.exe
Callee,printf,_vfprintf_l,7,34.66,0.01,0.71,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,288,0.59,0.5,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,288,0.59,0.5,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,288,0.09,0.09,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,320,0.27,0.19,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,320,0.27,0.19,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,320,0.09,0.09,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,"1,440",2.27,1.29,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,"1,440",2.27,1.29,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,"1,440",0.98,0.98,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,"1,440",1.72,1.14,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,"1,440",1.72,1.14,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,"1,440",0.58,0.58,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,288,0.35,0.18,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,288,0.35,0.18,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,288,0.17,0.17,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,"1,680",2.94,2.22,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,"1,680",2.94,2.22,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,"1,680",0.71,0.71,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,288,0.34,0.17,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,288,0.34,0.17,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,288,0.17,0.17,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,288,0.35,0.25,0,0,performance_analyzing.exe
Caller,R_Boxes,R_Boxes,288,0.35,0.25,0,0,performance_analyzing.exe
Callee,R_Boxes,_RTC_CheckStackVars,288,0.1,0.1,0,0,performance_analyzing.exe
Root,R_Boxes,R_Boxes,"6,032",48.19,37.38,0,0,performance_analyzing.exe
Caller,R_Boxes,inverseMixedColumn,"1,152",9.97,8.09,0,0,performance_analyzing.exe
Caller,R_Boxes,inverseSubShiftRow,320,2.21,1.88,0,0,performance_analyzing.exe
Caller,R_Boxes,mixColumns,"2,880",22.07,16.92,0,0,performance_analyzing.exe
Caller,R_Boxes,Rot_Sub_Rcon_word,80,0.78,0.65,0,0,performance_analyzing.exe
Caller,R_Boxes,SubShiftRow,"1,600",13.15,9.85,0,0,performance_analyzing.exe
Callee,R_Boxes,__CheckForDebuggerJustMyCode,"6,032",1.97,1.97,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,"1,680",2.94,2.22,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,"1,440",1.72,1.14,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,"1,440",2.27,1.29,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,320,0.27,0.19,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,288,0.59,0.5,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,288,0.35,0.18,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,288,0.35,0.25,0,0,performance_analyzing.exe
Callee,R_Boxes,R_Boxes,288,0.34,0.17,0,0,performance_analyzing.exe
Root,Rot_Sub_Rcon_word,Rot_Sub_Rcon_word,20,0.84,0.05,0.01,0,performance_analyzing.exe
Caller,Rot_Sub_Rcon_word,round_keys_generator,20,0.84,0.05,0.01,0,performance_analyzing.exe
Callee,Rot_Sub_Rcon_word,__CheckForDebuggerJustMyCode,20,0,0,0,0,performance_analyzing.exe
Callee,Rot_Sub_Rcon_word,_RTC_CheckStackVars,20,0.01,0.01,0,0,performance_analyzing.exe
Callee,Rot_Sub_Rcon_word,R_Boxes,80,0.78,0.65,0,0,performance_analyzing.exe
Root,round_keys_generator,round_keys_generator,2,0.88,0.03,0.06,0,performance_analyzing.exe
Caller,round_keys_generator,OCB_enc_dyc,2,0.88,0.03,0.06,0,performance_analyzing.exe
Callee,round_keys_generator,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,round_keys_generator,__security_check_cookie,2,0,0,0,0,performance_analyzing.exe
Callee,round_keys_generator,_RTC_CheckStackVars,2,0,0,0,0,performance_analyzing.exe
Callee,round_keys_generator,Rot_Sub_Rcon_word,20,0.84,0.05,0.01,0,performance_analyzing.exe
Root,str_to_Uchar_array,str_to_Uchar_array,4,0.43,0.24,0.02,0.01,performance_analyzing.exe
Caller,str_to_Uchar_array,OCB_enc_dyc,2,0.32,0.2,0.02,0.01,performance_analyzing.exe
Caller,str_to_Uchar_array,OCB_init,2,0.11,0.04,0.01,0,performance_analyzing.exe
Callee,str_to_Uchar_array,__CheckForDebuggerJustMyCode,4,0,0,0,0,performance_analyzing.exe
Callee,str_to_Uchar_array,hex_to_int,128,0.19,0.09,0,0,performance_analyzing.exe
Root,strncpy,strncpy,2,0.07,0.07,0.01,0.01,ucrtbased.dll
Caller,strncpy,Tag_remover,2,0.07,0.07,0.01,0.01,performance_analyzing.exe
Root,SubShiftRow,SubShiftRow,100,14.07,0.9,0.02,0,performance_analyzing.exe
Caller,SubShiftRow,AESEncryption,100,14.07,0.9,0.02,0,performance_analyzing.exe
Callee,SubShiftRow,__CheckForDebuggerJustMyCode,100,0.02,0.02,0,0,performance_analyzing.exe
Callee,SubShiftRow,R_Boxes,"1,600",13.15,9.85,0,0,performance_analyzing.exe
Root,Tag_remover,Tag_remover,1,0.18,0.01,0.03,0,performance_analyzing.exe
Caller,Tag_remover,OCB_enc_dyc,1,0.18,0.01,0.03,0,performance_analyzing.exe
Callee,Tag_remover,__CheckForDebuggerJustMyCode,1,0,0,0,0,performance_analyzing.exe
Callee,Tag_remover,__chkstk,1,0.09,0.09,0.01,0.01,performance_analyzing.exe
Callee,Tag_remover,_RTC_CheckStackVars,1,0.01,0.01,0,0,performance_analyzing.exe
Callee,Tag_remover,strncpy,2,0.07,0.07,0.01,0.01,ucrtbased.dll
Root,xor_arrays,xor_arrays,32,0.05,0.05,0,0,performance_analyzing.exe
Caller,xor_arrays,OCB_enc_dyc,24,0.04,0.04,0,0,performance_analyzing.exe
Caller,xor_arrays,OCB_init,8,0.01,0.01,0,0,performance_analyzing.exe
Callee,xor_arrays,__CheckForDebuggerJustMyCode,32,0,0,0,0,performance_analyzing.exe
Root,zero_padding,zero_padding,2,0.04,0.02,0,0,performance_analyzing.exe
Caller,zero_padding,plainntext_to_blocks,2,0.04,0.02,0,0,performance_analyzing.exe
Callee,zero_padding,__CheckForDebuggerJustMyCode,2,0,0,0,0,performance_analyzing.exe
Callee,zero_padding,__security_check_cookie,2,0,0,0,0,performance_analyzing.exe
Callee,zero_padding,_RTC_CheckStackVars,2,0.02,0.02,0,0,performance_analyzing.exe
